,P(x),P(y),D_In,D_In_max,D_In_min,D_Out,D_Out_max,D_Out_min,D_Cyl,D_Cyl_max,D_Cyl_min,Rz_In_max,Rz_In,Rz_Out_max,Rz_Out,Rz_Cyl_max,Rz_Cyl,Rt_In,Rt_Out,Rt_Cyl,Rq_In,Rq_Out,Rq_Cyl,Ra_In,Ra_Out,Ra_Cyl,Moy_F_T1&T2,Moy_F_T2&T3,Moy_F_T3&T4,Max_F_T1&T2,Max_F_T2&T3,Max_F_T3&T4,Moy_M_T1&T2,Moy_M_T2&T3,Moy_M_T3&T4,Max_M_T1&T2,Max_M_T2&T3,Max_M_T3&T4,Et_Consommee
53,74000,-59200,6358.479,6384.041,6332.258000000001,6349.568,6369.798000000001,6328.767,6359.794,6392.003403,6326.646666,2.413330078,1.632665992,3.952392578,2.870654345,5.216064453,2.461279392,2.413330078,3.952392578,5.216064453,0.358590364,0.58092916,0.847376883,0.27046448,0.411123723,0.604852319,70.189963,136.594689,31.882894,85.190965,164.89835,130.977892,0.085734,0.442863,0.5020979999999999,0.151329,0.6357229999999999,0.6456,490.213383
54,81400,-7400,6358.283,6388.298000000001,6328.307,6347.936,6371.35,6324.812,6359.375,6391.352406,6326.301071,7.859375,3.2806639669999997,4.2951660160000005,2.881591797,3.0356445310000004,2.100341797,7.859375,4.566894531,3.0356445310000004,0.616315901,0.656620085,0.692087948,0.306311905,0.469487429,0.53344363,74.628587,144.459673,34.275386,88.964241,174.053472,130.620258,0.088274,0.46774899999999997,0.521407,0.150909,0.657423,0.6698890000000001,508.441615
55,81400,-22200,6359.111,6384.339,6332.893,6348.223000000001,6379.069,6316.563,6358.365,6383.932581,6333.021333,13.11889648,5.259277344,6.8103027339999995,3.3673338889999997,5.8034667970000005,2.852294922,13.40307617,6.8103027339999995,5.87109375,1.114853621,0.832610607,1.017461777,0.521674037,0.537061632,0.695126951,72.243279,141.986103,34.16493,87.2994,172.31956100000002,138.093932,0.08766,0.447166,0.51582,0.148313,0.648506,0.6583100000000001,515.883873
56,81400,-37000,6358.621999999999,6387.041,6328.723000000001,6349.03,6365.526,6328.9580000000005,6359.228,6386.025205,6331.727036,4.390136719,1.91015625,5.7805175779999995,3.043066502,3.7094726560000004,1.97416997,4.390136719,5.8547363279999995,3.7094726560000004,0.395750493,0.597145915,0.709584057,0.268019259,0.389334112,0.5119583010000001,71.288746,141.738698,34.375797999999996,84.29919699999999,167.534061,136.703035,0.08753999999999999,0.45497200000000004,0.515838,0.150693,0.645986,0.649737,506.624781
57,81400,-51800,6358.923000000001,6368.971,6348.255,6348.198,6365.717,6334.153,6359.376,6377.877411,6340.255561,2.6958007810000004,1.936865211,4.434814453,2.95527339,3.489257813,2.291259766,2.6958007810000004,4.8459472660000005,3.935546875,0.417810798,0.620701075,0.689193785,0.311470985,0.442528635,0.495085746,68.707068,137.240591,34.277832000000004,82.43092,164.165411,133.455705,0.084607,0.434411,0.508447,0.147224,0.624474,0.643831,500.24463
58,81400,-66600,6358.1140000000005,6386.545,6336.108,6348.243,6372.475,6325.228,6357.695,6383.219417,6334.343982,8.856201172,3.0268065930000003,3.871826172,2.649609327,8.738769531,3.698437452,8.856201172,3.871826172,8.738769531,0.668575644,0.560775399,1.3665236230000002,0.33631658600000003,0.41564875799999995,0.9654543999999999,70.906611,139.75814499999998,33.293239,85.863156,172.825456,132.58516200000003,0.085812,0.43532600000000005,0.49575,0.148221,0.623595,0.629909,487.01109800000006
59,88800,0,6356.1140000000005,6374.547,6339.0509999999995,6347.113,6378.6669999999995,6315.607,6358.254,6389.427447,6326.797962,3.5229492189999996,2.115624905,11.08813477,5.191699028,22.51293945,6.369824409,3.5229492189999996,11.08813477,22.51293945,0.395543098,0.9282675979999999,3.126073837,0.265164435,0.517324388,1.240090966,72.867293,139.644605,31.888578999999996,86.560901,175.51359399999998,126.86161499999999,0.08229199999999999,0.44136800000000004,0.49722700000000003,0.148589,0.638295,0.6490199999999999,481.253741
60,88800,-14800,6358.974,6373.06,6345.3369999999995,6347.321,6378.411999999999,6314.884,6358.218000000001,6394.754064,6322.443363,3.392333984,1.970458984,5.963867187999999,3.579101563,7.6223144529999995,3.3951172830000003,3.392333984,6.6203613279999995,7.989746094,0.420951426,0.8696541790000001,1.228100419,0.282630205,0.582225978,0.7633972170000001,73.812611,143.318066,30.977281,90.003237,171.194225,130.267731,0.088637,0.456251,0.493667,0.153887,0.6384890000000001,0.646404,481.09282699999994
61,88800,-29600,6360.95,6389.047,6328.625,6346.096,6367.383000000001,6326.33,6359.835,6386.462393,6331.400264,5.823730469,2.2748534680000003,4.130859375,2.811572313,6.8244628910000005,3.014746189,5.823730469,4.130859375,6.8244628910000005,0.566736937,0.592995107,1.134370208,0.334724963,0.43682578200000005,0.7639581559999999,72.14788,144.009425,35.979929,87.417328,173.313674,150.05641,0.08737400000000001,0.43344799999999994,0.49841499999999994,0.15173399999999998,0.620571,0.637857,505.906979
62,88800,-44400,6358.427,6385.625,6334.38,6349.053000000001,6371.8640000000005,6322.911,6359.982,6380.930875,6338.264968,3.526367188,2.2686524390000002,15.47021484,5.3903808589999995,4.509033203,2.420556545,3.526367188,15.47021484,4.509033203,0.47549897399999996,1.354060054,0.843975842,0.351608962,0.662064254,0.623202205,71.777652,145.089762,36.794773,88.240412,173.23214,143.65251999999998,0.088951,0.44500100000000004,0.504158,0.151274,0.63278,0.647932,503.01731500000005
63,88800,-59200,6358.717,6380.156999999999,6334.685,6348.295,6369.221,6329.279,6360.361999999999,6384.472779,6334.339139,2.829345703,2.1576659680000003,2.694335938,2.030956984,29.88867188,7.2312498089999995,3.114257813,2.802001953,29.88867188,0.47582984,0.518071532,4.059407711,0.3333731,0.393669426,1.479929209,71.53669599999999,140.38965,30.955846,85.795753,172.18043600000001,132.71430900000001,0.086452,0.441341,0.48971899999999996,0.153347,0.6266189999999999,0.631869,471.480494
64,96200,-7400,6358.967,6376.774,6340.0380000000005,6347.8730000000005,6361.01,6335.081,6359.375,6384.612232,6333.747363,9.995117188,3.262158155,4.120605469,2.842041016,2.530029297,2.188720703,9.995117188,4.120605469,2.920166016,0.731327415,0.621820986,0.6838079690000001,0.316258907,0.461336195,0.5434814689999999,74.93535,146.842605,31.786231,87.703755,172.595518,134.034564,0.092034,0.467318,0.501159,0.16428199999999998,0.638981,0.645502,488.151329
65,96200,-22200,6359.314,6390.354,6327.670999999999,6346.5830000000005,6376.598000000001,6317.156,6359.57,6385.37171,6331.925198,11.07446289,4.4138183589999995,16.01196289,4.8732423780000005,3.926025391,2.729443312,11.07446289,16.01196289,4.171142578,0.904956698,1.399855852,0.879254043,0.45626655200000005,0.6961610909999999,0.6073217989999999,73.93110300000001,147.648119,35.658685,90.192334,175.403967,143.332648,0.087328,0.445905,0.504046,0.15223,0.640424,0.643573,501.97883600000006
66,96200,-37000,6358.51,6381.102,6334.328,6347.9490000000005,6381.389,6314.746,6359.388000000001,6389.498811,6328.256327,2.581787109,1.930224657,3.254882813,2.789794922,5.6892089839999995,2.391113281,2.581787109,3.770263672,5.6892089839999995,0.44128844100000003,0.640823781,0.841332018,0.344154686,0.484155834,0.5491027829999999,73.025624,147.79951200000002,35.060108,87.836871,174.51878100000002,135.019601,0.092389,0.45416599999999996,0.506813,0.157051,0.635258,0.6378119999999999,495.27109
67,96200,-51800,6358.635,6386.306,6331.4580000000005,6347.57,6378.495,6317.235,6359.919,6383.721839,6334.543532,3.150634766,2.0005860330000003,3.846923828,2.8548827169999997,6.5695800779999995,3.654247999,3.150634766,3.846923828,6.5695800779999995,0.46003305899999997,0.554273307,1.28255558,0.345796138,0.396612942,0.9222412109999999,72.572405,142.424101,36.085093,89.163431,170.531717,139.663513,0.083311,0.430033,0.500737,0.15124400000000002,0.624197,0.632792,493.421159
68,96200,-66600,6356.71,6379.188,6340.005999999999,6348.088000000001,6368.153,6327.32,6357.717,6390.407301,6326.676273,3.8745117189999996,1.817968726,7.7897949220000005,3.893701077,3.188476563,2.236230373,3.8745117189999996,7.7897949220000005,3.74609375,0.41014611700000003,0.809406161,0.839652359,0.29215592100000004,0.508738339,0.6728408929999999,71.879202,146.07624099999998,37.192559,85.545827,173.58087700000002,146.053807,0.090177,0.43364300000000006,0.49303400000000003,0.15603699999999998,0.614182,0.624609,496.386662
69,103600,0,6356.137,6388.241,6326.052,6347.533,6375.148,6317.366,6357.004,6388.879835,6326.135754999999,4.833007813,2.708691359,7.1857910160000005,3.5220704080000003,9.173583984,4.180175781,5.7565917970000005,7.374511719,9.639648438,0.567527652,0.7847389579999999,1.596111655,0.361992538,0.487304688,0.89680326,75.66305600000001,147.83085,32.241188,92.534961,175.431484,138.485503,0.090473,0.46143199999999995,0.495662,0.159579,0.641931,0.645319,478.83946799999995
70,103600,-14800,6358.773,6384.884,6332.106,6345.316999999999,6376.106,6314.701999999999,6358.121999999999,6376.575648,6340.655388,7.247070312999999,2.827197313,3.908203125,2.9467284680000003,5.088623047,3.291064501,7.247070312999999,4.370605469,5.229736328,0.596497774,0.660508454,1.11181426,0.333505452,0.48182246100000004,0.822166741,75.317042,151.430644,32.341278,89.92588,178.426948,139.527347,0.091626,0.46619499999999997,0.503591,0.159859,0.6391060000000001,0.642911,491.93847400000004
71,103600,-29600,6359.255,6387.5,6333.444,6346.16,6378.263000000001,6315.161,6359.424,6387.502893,6330.041124,11.77807617,4.937207222,6.128417969,3.8731932639999997,12.76098633,5.1042966839999995,11.77807617,6.128417969,12.76098633,0.97500813,0.83423686,2.0510127540000003,0.496756643,0.618344605,1.1727868320000001,75.32364399999999,150.728157,32.251868,92.650114,175.95418999999998,141.245111,0.089996,0.45697200000000004,0.499985,0.150886,0.641808,0.644087,488.175622
72,103600,-44400,6358.488,6388.093000000001,6329.653,6347.437,6372.409000000001,6324.847,6359.304,6377.843312,6340.6473240000005,3.6723632810000004,2.3256347180000003,3.4711914060000004,2.685156345,4.1071777339999995,2.640331984,3.897705078,3.475830078,4.1071777339999995,0.518407524,0.6512312889999999,0.903523326,0.39152029200000005,0.48547512299999995,0.693007171,76.195256,153.293408,35.816047999999995,90.408937,176.618606,143.901391,0.09186699999999999,0.462649,0.509875,0.156868,0.639286,0.646043,493.756221
73,103600,-59200,6358.055,6387.142,6329.853,6347.3330000000005,6371.105,6323.541,6358.584,6387.297437,6330.102962,5.540527344,3.0854003430000003,5.278076172,3.163330078,21.91235352,6.195996284,5.540527344,5.278076172,21.91235352,0.619321287,0.708351851,3.086616278,0.393955946,0.511261225,1.376912475,76.826065,152.27658300000002,33.642986,92.51776600000001,181.08926100000002,140.603602,0.095829,0.46821499999999994,0.498302,0.164166,0.6393989999999999,0.637288,488.130717
74,111000,-7400,6358.53,6381.213000000001,6335.630999999999,6346.439,6375.71,6319.566999999999,6359.1630000000005,6380.4090590000005,6336.591456,4.2790527339999995,2.681982517,4.999511719,2.869384766,18.91479492,5.901904106,5.16015625,4.999511719,18.91479492,0.538501441,0.608430922,2.591802597,0.355271161,0.44518134,1.239176035,77.829504,157.55494099999999,33.531325,93.020852,178.69036599999998,145.693523,0.09336599999999999,0.479146,0.509641,0.1626,0.651742,0.655099,494.86332699999997
75,111000,-22200,6359.145,6384.016,6332.948,6345.815,6358.331999999999,6335.925,6357.88,6388.087345,6328.642704999999,7.923339844,3.790625095,4.750976563,2.851806641,5.638671875,3.155322313,7.923339844,4.750976563,5.638671875,0.817608535,0.6816294190000001,1.119287372,0.478822023,0.495238096,0.7751785520000001,75.41429699999999,153.347893,33.886212,93.234503,179.487855,144.371948,0.08887,0.46064499999999997,0.503303,0.1521,0.642879,0.647687,493.196134
76,111000,-37000,6359.233,6383.6630000000005,6330.857,6349.433000000001,6363.843000000001,6334.085,6359.548000000001,6388.042584000001,6330.327233,3.1215820310000004,2.143310547,4.969970703,3.706054688,9.660400391,4.666699409,3.1215820310000004,4.969970703,12.53564453,0.476679146,0.793967843,1.814471006,0.35055649299999997,0.5793156620000001,1.079105854,75.690789,152.924293,34.910743,89.401319,178.02588500000002,145.785951,0.09203,0.45944799999999997,0.503973,0.157743,0.635073,0.6391819999999999,488.619892
77,111000,-51800,6358.007,6377.828,6338.683000000001,6349.53,6373.526999999999,6323.945,6358.972,6375.737814,6342.442229,3.96484375,2.895654202,4.0078125,2.257910252,4.559814453,2.994238377,4.358886719,4.0078125,4.742675781,0.58165592,0.485999405,0.96649009,0.410711348,0.34755986899999997,0.74271059,75.454942,152.210969,35.1401,90.845259,178.153303,143.594673,0.092067,0.45710200000000006,0.506328,0.15848900000000002,0.6399279999999999,0.646975,488.202817
78,111000,-66600,6356.349,6383.01,6331.991999999999,6347.515,6360.988,6333.041,6357.473000000001,6382.370054,6333.4691920000005,5.9765625,2.993164063,4.774169922,2.426904202,12.66308594,4.493505955,6.1477050779999995,4.774169922,12.66308594,0.555624008,0.586570084,1.9109025000000002,0.327891111,0.403607249,1.1178931,76.229548,155.75873,37.708918,92.72905,180.492312,148.403527,0.093277,0.45137299999999997,0.498507,0.1596,0.631567,0.635301,501.32588799999996
79,118400,0,6355.821999999999,6380.359,6331.258000000001,6345.983,6353.384,6338.829000000001,6356.84,6381.892772,6332.722092,2.577148438,1.7391113040000001,3.4926757810000004,2.580420017,10.54223633,5.175879002,2.751708984,3.4926757810000004,10.54223633,0.389774919,0.512896657,1.7210434680000002,0.28678810600000004,0.357910365,1.091947913,79.75790699999999,157.25516100000002,33.338704,95.17618900000001,180.57169199999998,145.911893,0.095752,0.47883000000000003,0.497263,0.16880599999999998,0.6442220000000001,0.6497649999999999,489.33418099999994
80,118400,-14800,6357.626,6379.173000000001,6335.898,6345.774,6376.995,6313.531999999999,6358.309,6388.196761,6328.879261,7.2277832029999995,2.8341307639999997,12.2668457,5.499853611,6.953125,3.780517578,7.2277832029999995,12.2668457,6.953125,0.651384056,1.152399063,1.315951586,0.358732492,0.740304053,0.887897313,79.207583,160.03399299999998,33.885505,96.755988,183.95265600000002,150.542393,0.095726,0.478828,0.5122260000000001,0.166955,0.6519189999999999,0.654462,504.246803
81,118400,-29600,6359.036999999999,6379.198,6339.664000000001,6347.278,6376.483,6316.678000000001,6358.526999999999,6387.66123,6330.689435,3.6274414060000004,2.326269627,4.430175781,3.2357909680000003,3.667236328,2.137841702,4.660888672,4.817626953,3.667236328,0.518724859,0.649800956,0.759513676,0.360796422,0.47790521399999997,0.615780354,79.78153,160.965995,33.833261,96.530509,183.166823,146.646897,0.09536599999999999,0.475275,0.501308,0.16716199999999998,0.65251,0.656532,496.72150300000004
82,118400,-44400,6358.585,6384.941999999999,6332.67,6347.071,6376.4580000000005,6320.772,6358.774,6384.838537,6333.58101,3.184326172,2.000781298,13.32226563,6.1628417970000005,14.16357422,7.0602540970000005,3.184326172,13.32226563,19.76831055,0.422768265,1.185325265,2.56551528,0.29973641,0.648877025,1.4381148819999998,78.94729,160.675288,36.20177,96.94195400000001,184.846174,152.880054,0.095848,0.473708,0.513315,0.164328,0.650309,0.654141,497.39677699999993
83,118400,-59200,6357.255999999999,6378.375,6336.053000000001,6346.675,6370.8009999999995,6325.281,6358.172,6384.152017,6333.042487,11.46777344,5.0564451219999995,9.499511719,3.866259813,3.970458984,2.809912205,11.94702148,9.499511719,5.144042969,1.005537629,0.79728967,0.936320245,0.501378894,0.427080423,0.688705146,79.643284,160.13298899999998,36.1466,94.420833,187.410306,150.995576,0.095165,0.46659399999999995,0.505957,0.164103,0.644817,0.6487,499.107395
84,0,0,6356.658,6380.563,6331.93,6346.401,6378.244000000001,6316.5,6357.405,6388.953555,6325.679082,3.07421875,2.197949171,6.21875,3.989599705,4.8063964839999995,2.812939405,3.231201172,6.886230469,6.6955566410000005,0.416332275,0.80070281,0.9787298440000001,0.27590543,0.512937069,0.6930370929999999,84.70829599999999,165.986279,38.575193,104.478427,195.319123,154.800162,0.10086200000000001,0.495781,0.537991,0.173551,0.679096,0.686305,522.32335
85,0,-14800,6359.981,6385.241,6335.266,6348.57,6365.679,6330.685,6360.161,6389.614278,6331.319516,4.311279297,2.760107517,5.5964355470000005,2.8731932639999997,2.657470703,2.23046875,4.311279297,5.5964355470000005,2.9174804689999996,0.521580398,0.657961369,0.7146987920000001,0.333296955,0.474041194,0.570315838,87.649206,172.6218,43.941835,105.050168,200.90436200000002,166.523889,0.103895,0.501862,0.5722,0.18482300000000002,0.693723,0.7080420000000001,558.623749
86,0,-29600,6359.81,6387.578,6333.142,6348.826,6378.433000000001,6318.395,6360.437,6391.381840999999,6329.991496,4.183105469,1.82246089,21.79736328,11.08896446,4.600097656,3.0115723610000003,4.183105469,23.18457031,5.045410156,0.44231507200000003,1.949013233,0.967814505,0.287889451,0.946083307,0.6869015690000001,87.973096,173.539801,41.239452,106.998273,204.093725,157.810271,0.103592,0.50485,0.561369,0.181847,0.6954319999999999,0.701434,544.494224
87,0,-44400,6361.307,6382.566,6338.590999999999,6348.941,6368.175,6327.548000000001,6362.258000000001,6376.229809,6346.92565,6.40625,2.918701172,4.80859375,4.074560642,5.0915527339999995,2.968798876,6.40625,5.245361328,5.0915527339999995,0.6438102720000001,0.844011605,1.1318399909999999,0.367806673,0.633818746,0.8471630809999999,86.44014,172.65766399999998,37.494541999999996,103.974901,201.699305,155.755626,0.10391500000000001,0.512475,0.553465,0.178022,0.691267,0.694656,528.814523
88,0,-59200,6360.4259999999995,6385.055,6336.257,6349.116999999999,6366.353,6333.6630000000005,6361.2,6375.801358,6345.533031,11.27685547,4.171728611,10.0012207,4.559814453,4.697753906,3.314746141,11.81713867,10.0012207,4.728027344,0.958498478,0.9384645220000001,1.053163052,0.439305902,0.58828187,0.825291455,87.48862700000001,173.77236299999998,38.858810999999996,105.889729,198.154779,164.086296,0.10349100000000001,0.513273,0.558208,0.17963800000000002,0.701646,0.703217,531.833631
89,7400,-7400,6357.024,6379.826999999999,6335.505999999999,6347.129,6374.019,6319.745,6358.3859999999995,6381.389986,6336.908788000001,3.83984375,2.096045017,5.052246094,3.28945303,3.502929688,2.313476563,3.83984375,5.416503906,3.526367188,0.496563941,0.70887208,0.780848622,0.345376581,0.48684775799999996,0.616422415,87.12083299999999,174.040937,43.323668,104.553505,204.573248,170.898324,0.10107200000000001,0.499374,0.5623090000000001,0.179647,0.694916,0.702044,547.119337
90,7400,-22200,6358.704000000001,6376.451999999999,6341.045,6339.298000000001,6380.547,6260.954000000001,6358.9130000000005,6389.844975999999,6327.326421,7.9470214839999995,2.989257813,39.29174805,26.29272461,9.927734375,4.300927639,7.9470214839999995,41.96240234,10.22119141,0.649990261,5.041152954,1.6236945390000002,0.336194813,3.11055541,0.951428235,86.646582,174.614592,43.195562,101.918705,200.093277,166.662624,0.100728,0.49395500000000003,0.548107,0.17821900000000002,0.684401,0.696268,537.78147
91,7400,-37000,6360.187,6389.5,6328.227,6335.8859999999995,6374.429,6284.505,6360.79,6394.229675,6325.151282,2.364257813,1.810546875,31.61694336,18.85600662,3.436523438,2.4424805640000002,2.599853516,32.60205078,3.5913085939999996,0.391043425,4.594357014,0.76148212,0.278513014,3.072348833,0.602416396,87.798045,175.032644,46.968338,104.79799999999999,199.720171,173.533377,0.104334,0.486418,0.540597,0.18449400000000002,0.6679689999999999,0.689041,551.567039
92,7400,-51800,6359.179,6389.616,6328.746999999999,6347.99,6373.245,6324.1990000000005,6359.996999999999,6398.028947999999,6323.13718,5.034667969,2.905175686,5.9055175779999995,3.3100097180000003,3.318359375,2.326464891,5.034667969,5.9055175779999995,3.323974609,0.569473565,0.7664867040000001,0.7790898079999999,0.38139271700000005,0.555301189,0.598142982,85.97139,172.97303200000002,42.884271000000005,99.897251,203.762361,165.06286200000002,0.10099999999999999,0.48582,0.543237,0.178564,0.668253,0.683709,538.3007719999999
93,7400,-66600,6358.226,6385.4169999999995,6337.588000000001,6348.575,6379.441999999999,6318.255,6359.467,6380.012955,6339.571993,4.727783203,2.72416997,4.9899902339999995,3.659033298,3.0473632810000004,2.135009766,4.742675781,5.333984375,3.085205078,0.6200627679999999,0.797673225,0.7657446859999999,0.401536733,0.572478712,0.60786134,86.828889,171.42859099999998,41.598912,105.74108700000001,199.863709,163.910652,0.101361,0.48513,0.529185,0.17706,0.666342,0.675742,524.574192
94,14800,0,6356.613,6378.651999999999,6336.02,6345.219,6375.8240000000005,6311.875,6356.848000000001,6379.6344149999995,6334.712622999999,7.3046875,3.096874952,5.234375,3.148535252,4.572265625,2.525781155,7.3046875,5.234375,4.869140625,0.64961493,0.660326779,0.8293309809999999,0.348632365,0.471364379,0.57006377,89.491341,173.01353999999998,39.431272,108.089727,204.207256,158.191459,0.102577,0.5022260000000001,0.538191,0.18087899999999998,0.679323,0.682265,512.727454
95,14800,-14800,6357.927,6378.762,6338.576,6342.669,6373.194,6286.175,6359.02,6382.4355909999995,6334.969696,8.043701172,3.4895508289999997,27.76147461,12.88242149,5.9611816410000005,3.482421875,8.043701172,27.76147461,5.9611816410000005,0.689773917,2.464858294,1.198787212,0.37276387200000005,1.445807934,0.924371362,88.775995,175.45501000000002,44.131638,107.69199499999999,204.959665,170.32143,0.103126,0.49473500000000004,0.5438529999999999,0.180849,0.675245,0.686906,535.900742
96,14800,-29600,6358.774,6385.253000000001,6334.581999999999,6324.194,6388.178000000001,6211.709,6359.9259999999995,6385.452265,6331.269875,12.60913086,4.110205173,61.94262695,39.67050934,4.890136719,3.282031298,12.60913086,67.88989258,5.123779297,1.119879842,8.235963821,1.0615838770000001,0.504124641,4.891583443,0.758984387,87.451757,177.146838,47.253151,104.604274,206.198599,173.623169,0.101082,0.481386,0.5338689999999999,0.17582899999999999,0.66206,0.67569,536.056414
97,14800,-44400,6358.813,6375.321,6345.601,6345.554,6370.941999999999,6313.904,6359.111,6389.426971,6328.717962,4.476074219,2.44179678,17.50927734,10.08569336,23.43505859,7.093847752,4.594726563,17.50927734,23.43505859,0.46721094799999996,2.160269976,3.208456993,0.291723758,1.309963822,1.39852047,88.919875,178.185423,43.381562,107.47261100000001,207.236221,168.762604,0.10422200000000001,0.49192700000000006,0.533871,0.18108,0.667684,0.679322,533.040045
98,14800,-59200,6358.682,6385.138000000001,6332.889,6348.453,6366.3240000000005,6327.991999999999,6359.297,6381.749185000001,6337.961219,4.219482422,2.094726563,9.585205078,4.226025581,2.5,2.12563467,4.219482422,9.585205078,2.738037109,0.48760739,1.012622952,0.71923095,0.308817625,0.645449877,0.6032269,88.47081899999999,175.422247,42.039071,107.52921699999999,202.932232,169.16745,0.100797,0.486396,0.531503,0.178927,0.679683,0.681686,526.421332
99,22200,-7400,6357.944,6375.57,6339.771,6344.87,6372.91,6316.677,6359.403,6375.048071,6341.818241,5.2712402339999995,2.223779202,5.5471191410000005,3.9251952169999997,4.300048828,2.78188467,5.2712402339999995,5.5471191410000005,4.300048828,0.475337416,0.7761809829999999,0.955106437,0.27735987300000003,0.546194792,0.702898562,91.510129,179.46978700000003,41.780893,111.191621,212.48722400000003,163.20117,0.106275,0.507371,0.5380729999999999,0.186282,0.689346,0.693642,529.296161
100,22200,-22200,6357.911,6375.278,6340.66,6344.485,6370.267,6314.651,6357.7119999999995,6390.637289,6325.1775259999995,2.463623047,1.932226539,14.13720703,9.690234184,10.25952148,3.571923733,2.506347656,14.13720703,10.25952148,0.418053061,1.89483428,1.466417909,0.290058821,1.183206201,0.8051208259999999,91.535178,186.94908,47.092642,110.364616,216.192605,178.48307,0.110671,0.513817,0.561298,0.196167,0.6953060000000001,0.7048760000000001,560.927963
101,22200,-37000,6357.501,6383.978,6333.063,6339.646,6387.148,6278.3769999999995,6359.996999999999,6384.362899000001,6332.979060000001,3.252685547,2.388037205,41.21069336,21.45903397,41.45092773,10.55034161,3.252685547,43.5234375,41.45092773,0.499770969,5.1575160030000005,5.339082241,0.358468413,2.698594809,2.099087238,89.871296,180.244695,42.005567,106.254552,213.89104300000002,163.599409,0.10353499999999999,0.49929300000000004,0.538393,0.18291400000000002,0.6795260000000001,0.683227,524.954431
102,22200,-51800,6360.029,6391.0509999999995,6328.057,6347.505999999999,6376.397,6319.14,6360.823,6382.274848,6337.64264,5.9504394529999995,3.9061036110000003,9.489013672,4.661572456,5.145996094,2.817285061,7.3112792970000005,9.489013672,5.356689453,0.7430258390000001,0.951592922,0.944217265,0.431116551,0.597101569,0.661309838,89.547942,176.835961,44.573378000000005,111.66716699999999,207.798108,170.56715,0.102239,0.48507,0.547953,0.183281,0.6717380000000001,0.688439,541.2497070000001
103,22200,-66600,6359.142,6386.153,6331.02,6347.4580000000005,6375.0419999999995,6319.679,6359.0,6389.978503,6327.130532,5.309082031,2.5385253430000003,7.555175781,4.286669731,3.377197266,2.0298340319999997,5.309082031,7.555175781,3.377197266,0.549549401,0.8955407740000001,0.7409440279999999,0.376458168,0.631823778,0.573400855,87.40523,177.13226,43.335383,106.3741,206.972121,174.08571899999998,0.101026,0.48564399999999996,0.526464,0.178808,0.657933,0.670515,520.962267
104,29600,0,6356.4619999999995,6381.89,6329.929,6343.354,6362.01,6326.931,6355.835999999999,6380.140217,6333.242024,2.619384766,1.704052687,5.615722656,3.1694335939999996,9.883300781,4.698144436000001,2.619384766,5.615722656,10.78442383,0.381691754,0.704206467,1.6224374769999999,0.274436057,0.498000741,1.020806909,91.685917,179.616178,44.954516,108.726502,213.97632799999997,170.540375,0.104196,0.49371099999999996,0.53455,0.17969300000000002,0.6741010000000001,0.682596,528.312283
105,29600,-14800,6358.566999999999,6377.931,6340.846,6347.291,6379.1230000000005,6314.555,6359.346,6376.439821,6340.285137,6.21875,3.090576172,8.399902344,6.6183595660000005,6.598632812999999,3.672168016,7.140136719,9.143310547,8.758789063,0.652464211,1.181870937,1.304326177,0.408566415,0.7846472259999999,0.8826080559999999,92.195251,181.63294399999998,43.887177,107.673869,213.339943,164.932639,0.105103,0.492763,0.535304,0.181341,0.673157,0.683371,524.943488
106,29600,-29600,6358.599,6378.993,6339.001,6345.2880000000005,6375.994000000001,6312.941,6357.618,6390.610178,6325.970954,2.296630859,1.746337891,18.48168945,8.763867377999999,3.673583984,2.20463872,2.452392578,18.48168945,3.673583984,0.385956883,1.912548542,0.7458408470000001,0.283946157,1.14800179,0.589450359,90.197753,178.306039,43.030473,108.189916,210.887043,162.079321,0.100574,0.48251099999999997,0.528284,0.180091,0.666622,0.673416,521.061173
107,29600,-44400,6358.974,6378.637,6339.513000000001,6347.278,6369.1359999999995,6324.221,6358.414000000001,6387.875482,6330.222093,3.8491210939999996,2.4227538109999998,9.037841797,3.890673876,5.497070312999999,3.245800734,4.091308594,9.037841797,5.497070312999999,0.48376691299999997,0.858581901,1.042006612,0.315350473,0.5568331479999999,0.717479229,94.853332,188.051051,51.364533,113.79037,223.02901,187.930329,0.107329,0.49942,0.565355,0.188913,0.691217,0.70544,567.918
108,29600,-59200,6357.963000000001,6385.164000000001,6336.172,6346.326,6371.141,6316.783,6359.915,6383.25539,6334.247090999999,3.758056641,2.021533251,11.9128418,5.388085842000001,3.011474609,2.0318360330000003,3.758056641,12.52685547,3.011474609,0.43008580799999996,1.093841195,0.7148408890000001,0.28650349399999997,0.645929635,0.556512117,91.858174,184.832239,45.234463,110.66058600000001,215.434895,182.23986499999998,0.10434600000000001,0.49819399999999997,0.541722,0.186836,0.682958,0.691403,535.502527
109,37000,-7400,6357.189,6377.358,6337.38,6345.68,6375.43,6315.679,6358.478,6384.761775999999,6332.165499000001,6.104003906,2.800439358,9.587158203,4.6501464839999995,14.2734375,5.6953125,6.11328125,9.940429688,14.2734375,0.603177845,0.988745332,2.223388195,0.348579794,0.607476771,1.17243588,93.4327,187.277254,46.096796000000005,115.595428,220.841587,181.2125,0.10499700000000001,0.50035,0.54916,0.182533,0.6834180000000001,0.693211,536.575668
